s	label	match	strunz	notes	elements	crystal	url	ima
gcmin:garutiite	Garutiite	<https://www.mindat.org/1:1:39301:2>	01.AG.05	McDonald A M, Proenza J A, Zaccarini F, Rudashevsky N S, Cabri L J, Stanley C J, Rudashevsky V N, Melgarejo J C, Lewis J F, Longo F, Bakker R J (2010) Garutiite, (Ni,Fe,Ir), a new hexagonal polymorph of native Ni from Loma Peguera, Dominican Republic, European Journal of Mineralogy 22, 293-304	Ni | Fe | Ir	hexagonal	http://www.mindat.org/min-39301.html	IMA2008-055
gcmin:garyansellite	Garyansellite	<https://www.mindat.org/1:1:1655:7>	08.CC.05	Sturman B D, Dunn P J (1984) Garyansellite, a new mineral from Yukon Territory, Canada, American Mineralogist 69, 207-209 Chemical formula revised from (Mg,Fe<sup>3+</sup>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O,OH)<sub>3</sub>: Zubkova N V, Pekov I V, Kasatkin A V, Chukanov N V, Ksenofontov D A, Pushcharovsky D Y (2016) Crystal structure and refined formula of garyansellite Mg_2_Fe^3+^(PO_4_)_2_(OH)·2H_2_O. Doklady Earth Sciences 467, 299-302	Mg | Fe | P | O | H	orthorhombic	http://www.mindat.org/min-1655.html	IMA1981-019
gcmin:gasparite-ce	Gasparite-(Ce)	<https://www.mindat.org/1:1:1656:4>	08.AD.50	Graeser S, Schwander H (1987) Gasparite-(Ce) and monazite-(Nd): two new minerals to the monazite group from the Alps, Schweizerische Mineralogische und Petrographische Mitteilungen 67, 103-113	Ce | As | O	monoclinic	http://www.mindat.org/min-1656.html	IMA1986-031
gcmin:gasparite-la	Gasparite-(La)	<https://www.mindat.org/1:1:53197:7>	08.AD.50	Vereshchagin, O.S., Perova, E.N., Britvin, S.N., Brusnitsyn, A.I., Polekhovsky, Y.S., Shilovskikh, V.V. and Bocharov, V.N. (2018) Gasparite-(La), IMA 2018-079. CNMNC Newsletter No. 46, December 2018, page 1370; Mineralogical Magazine, 82, 1369–1379	La | As | O		https://www.mindat.org/min-53197.html	IMA2018-079
gcmin:gaspeite	Gaspéite	<https://www.mindat.org/1:1:1657:1>	05.AB.05	Kohls D W, Rodda J L (1966) Gaspeite, (Ni,Mg,Fe)(CO_3_), a new carbonate from the Gaspé Peninsula, Quebec, American Mineralogist 51, 677-684	Ni | C | O	hexagonal	http://www.mindat.org/min-1657.html	IMA1965-029
gcmin:gatehouseite	Gatehouseite	<https://www.mindat.org/1:1:6966:9>	08.BD.10	Pring A, Birch W D (1993) Gatehouseite, a new manganese hydroxy phosphate from Iron Monarch, South Australia, Mineralogical Magazine 57, 309-313	Mn | P | O | H	orthorhombic	http://www.mindat.org/min-6966.html	IMA1992-016
<https://w3id.org/geochem/1.0/mingroup/51984>	Gatelite Group	<https://www.mindat.org/1:1:51984:1>					https://mindat.org/min-51984.html	
<https://w3id.org/geochem/1.0/mingroup/52598>	Gatelite Supergroup	<https://www.mindat.org/1:1:52598:5>					https://mindat.org/min-52598.html	
gcmin:gatelite-ce	Gatelite-(Ce)	<https://www.mindat.org/1:1:27350:5>	09.BG.50	Bonazzi P, Bindi L, Parodi G C (2003) Gatelite-(Ce), a new REE-bearing mineral from Trimouns, French Pyrenees: Crystal structure and polysomatic relationships with epidote and tornebohmite-(Ce), American Mineralogist 88, 223-228	Ca | Ce | Al | Mg | Fe | Si | O | F | H	monoclinic	http://www.mindat.org/min-27350.html	IMA2001-050
gcmin:gatumbaite	Gatumbaite	<https://www.mindat.org/1:1:1659:5>	08.DJ.10	von Knorring O, Fransolet A M (1977) Gatumbaite, CaAl_2_(PO_4_)_2_(OH)_2_·H_2_O: a new species from Buranga pegmatite, Rwanda, Neues Jahrbuch für Mineralogie, Monatshefte 1977, 561-568	Ca | Al | P | O | H	monoclinic	http://www.mindat.org/min-1659.html	IMA1976-019
gcmin:gaudefroyite	Gaudefroyite	<https://www.mindat.org/1:1:1660:1>	06.AB.60	Jouravsky G, Permingeat F (1964) La gaudefroyite, une nouvelle espèce minérale, Bulletin de la Société Française de Minéralogie et de Cristallographie 87, 216-229	Ca | Mn | B | O | C	hexagonal	http://www.mindat.org/min-1660.html	IMA1964-006
gcmin:gaultite	Gaultite	<https://www.mindat.org/1:1:1661:8>	09.GF.20	Ercit T S, Van Velthuizen J (1994) Gaultite, a new zeolite-like mineral species from Mont Saint-Hilaire, Quebec, and its crystal structure, The Canadian Mineralogist 32, 855-863	Na | Zn | Si | O | H	orthorhombic	http://www.mindat.org/min-1661.html	IMA1992-040
gcmin:gayite	Gayite	<https://www.mindat.org/1:1:39302:1>	08.DK.15	Kampf A R, Colombo F, González del Tánago J (2010) Gayite, a new dufrénite-group mineral from the Gigante granitic pegmatite, Córdoba province, Argentina, American Mineralogist 95, 386-391	Na | Mn | Fe | P | O | H	monoclinic	http://www.mindat.org/min-39302.html	IMA2008-056
gcmin:gaylussite	Gaylussite	<https://www.mindat.org/1:1:1662:5>	05.CB.35	Boussingault J B (1826) Analyse d'une nouvelle substance minérale (la Gay-Lussite), Annales de Chimie et de Physique 31, 270-276	Na | Ca | C | O | H	monoclinic	http://www.mindat.org/min-1662.html	
gcmin:gazeevite	Gazeevite	<https://www.mindat.org/1:1:46709:8>	09.AH.40	Galuskin E V, Gfeller F, Galuskina I O, Armbruster T, Krzatala A, Vapnik Y, Kusz J, Dulski M, Gardocki M, Gurbanov A G, Dzierzanowski P (2017) New minerals with a modular structure derived from hatrurite from the pyrometamorphic rocks. Part III. Gazeevite, BaCa_6_(SiO_4_)_2_(SO_4_)_2_O, from Israel and the Palestine Autonomy, South Levant, and from South Ossetia, Greater Caucasus. Mineralogical Magazine 81, 499-513	Ba | Ca | Si | O | S	hexagonal	https://www.mindat.org/min-46709.html	IMA2015-037
gcmin:gearksutite	Gearksutite	<https://www.mindat.org/1:1:1663:2>	03.CC.05	Dana J D, Brush G J (1868) 170. Gearksutite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 130-130	Ca | Al | F | O | H	triclinic	http://www.mindat.org/min-1663.html	
gcmin:gebhardite	Gebhardite	<https://www.mindat.org/1:1:1664:9>	04.JB.50	Medenbach O, Gebert W, Abraham K (1983) Gebhardite, Pb_8_OCl_6_(As_2_O_5_)_2_, a new arsenite from Tsumeb, Southwest Africa/Namibia, Neues Jahrbuch für Mineralogie, Monatshefte 1983, 445-450	Pb | As | O | Cl	monoclinic	http://www.mindat.org/min-1664.html	IMA1979-071
gcmin:gedrite	Gedrite	<https://www.mindat.org/1:1:1665:6>	09.DD.05	Dufrénoy A (1836) Description de la gédrite, nouvelle espèce minérale, Annales des Mines 10, 582-584	Mg | Al | Si | O | H	orthorhombic	http://www.mindat.org/min-1665.html	
<https://w3id.org/geochem/1.0/mingroup/8963>	Gedrite Root Name Group	<https://www.mindat.org/1:1:8963:6>					https://mindat.org/min-8963.html	
gcmin:geerite	Geerite	<https://www.mindat.org/1:1:1666:3>	02.BA.05	Goble R J, Robinson G (1980) Geerite, Cu_1.60_S, a new copper sulfide from Dekalb Township, New York, The Canadian Mineralogist 18, 519-523	Cu | S	cubic	http://www.mindat.org/min-1666.html	IMA1978-024
gcmin:geffroyite	Geffroyite	<https://www.mindat.org/1:1:1667:0>	02.BB.15	Johan Z, Picot P, Ruhlmann F (1982) Evolution paragénétique de la minéralisation uranifère de Chaméane (Puy-de-Dôme), France: chaméanite, geffroyite et giraudite, trois séléniures nouveaux de Cu, Fe, Ag et As, Tschermaks Mineralogische und Petrographische Mitteilungen 29, 151-167	Cu | Fe | Ag | Se	cubic	http://www.mindat.org/min-1667.html	IMA1980-090
gcmin:gehlenite	Gehlenite	<https://www.mindat.org/1:1:1668:7>	09.BB.10	Fuchs J N (1815) Ueber den gehlenit, ein neues mineral aus Tirol, Journal für Chemie und Physik 15, 377-386	Ca | Al | Si | O	tetragonal	http://www.mindat.org/min-1668.html	
gcmin:geigerite	Geigerite	<https://www.mindat.org/1:1:1669:4>	08.CE.05	Graeser S, Schwander H, Bianchi R, Pilati T, Gramaccioli C M (1989) Geigerite, the Mn analogue of chudobaite: Its description and crystal structure, American Mineralogist 74, 676-684	Mn | As | O | H	triclinic	http://www.mindat.org/min-1669.html	IMA1985-028
gcmin:geikielite	Geikielite	<https://www.mindat.org/1:1:1670:0>	04.CB.05	Dick A (1893) On geikielite, a new mineral from Ceylon, Mineralogical Magazine 10, 145-147	Mg | Ti | O	hexagonal	http://www.mindat.org/min-1670.html	
gcmin:gelosaite	Gelosaite	<https://www.mindat.org/1:1:39660:2>	04.DM.30	Orlandi P, Demartin F, Pasero M, Leverett P, Williams P A, Hibbs D E (2011) Gelosaite, BiMo^6+^_(2-5x)_Mo^5+^_6x_O_7_(OH)·H_2_O (0=x=0.4), a new mineral from Su Senargiu (CA), Sardinia, Italy, and a second occurrence from Kingsgate, New England, Australia, American Mineralogist 96, 268-273	Bi | Mo | O | H	monoclinic	http://www.mindat.org/min-39660.html	IMA2009-022
gcmin:geminite	Geminite	<https://www.mindat.org/1:1:1671:7>	08.CB.30	Sarp H, Perroud P (1990) La geminite, Cu_2_As_2_O_7_·3H_2_O, un nouveau minéral de la mine de Cap Garonne, Var, France, Schweizerische Mineralogische und Petrographische Mitteilungen 70, 309-314	Cu | As | O | H	triclinic	http://www.mindat.org/min-1671.html	IMA1988-045
gcmin:gengenbachite	Gengenbachite	<https://www.mindat.org/1:1:29254:6>	08.CA.65	Walenta K, Theye T, Hatert F (2007) Gengenbachit, KFe_3_(H_2_PO_4_)_2_(HPO_4_)_4_·6H_2_O, ein zweites neues Phosphatmineral von der Grube Silberbrünnle bei Gengenbach im mittleren Schwarzwald, nunmehr eine anerkannte neue Mineralart, Aufschluss 58, 125-128	K | Fe | H | P | O	hexagonal	http://www.mindat.org/min-29254.html	IMA2001-003b
gcmin:genkinite	Genkinite	<https://www.mindat.org/1:1:1672:4>	02.AC.35a	Cabri L J, Stewart J M, Laflamme J H G, Szymanski J T (1977) Platinum-group minerals from Onverwacht. III. Genkinite, (Pt,Pd)_4_Sb_3_, a new mineral, The Canadian Mineralogist 15, 389-392	Pt | Sb	tetragonal	http://www.mindat.org/min-1672.html	IMA1976-051
gcmin:genplesite	Genplesite	<https://www.mindat.org/1:1:46176:6>	07.DF.17	Pekov I V, Sereda E V, Zubakova N V, Yapaskurt V O, Chukanov N V, Britvin S N, Lykova I S, Pushcharovsky D Y (2018) Genplesite, Ca_3_Sn(SO_4_)_2_(OH)_6_·3H_2_O, a new mineral of the fleischerite group: first occurrence of a tin sulfate in nature. European Journal of Mineralogy 30, 375-382	Ca | Sn | S | O | H	hexagonal	https://www.mindat.org/min-46176.html	IMA2014-034
gcmin:genthelvite	Genthelvite	<https://www.mindat.org/1:1:1673:1>	09.FB.10	Glass J J, Jahns R H, Stevens R E (1944) Helvite and danalite from New Mexico and the helvite group, American Mineralogist 29, 163-191	Be | Zn | Si | O | S	cubic	http://www.mindat.org/min-1673.html	
gcmin:geocronite	Geocronite	<https://www.mindat.org/1:1:1674:8>	02.JB.30a	Svanberg L F (1841) Undersökning af geokronit och hydrofit, tvenne inom Sverige förekommande nya mineralier, Kongliga Svenska Vetenskaps-Akademiens Handlingar 1839, 184-187	Pb | Sb | As | S	monoclinic	http://www.mindat.org/min-1674.html	
gcmin:georgbarsanovite	Georgbarsanovite	<https://www.mindat.org/1:1:27506:2>	09.CO.10	Khomyakov A P, Nechelyustov G N, Ekimenkova I A, Rastsvetaeva R K (2005) Georgbarsanovite, Na_12_(Mn,Sr,REE)_3_Ca_6_Fe^2+^_3_Zr_3_NbSi_25_O_76_Cl_2_·H_2_O - a mineral species of the eudialyte group: Revalidation of barsanovite and the new name of the mineral, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 134(6), 47-57	Na | Mn | Sr | REE | Ca | Fe | Zr | Nb | Si | O | Cl | H	hexagonal	http://www.mindat.org/min-27506.html	IMA2003-013
gcmin:georgbokiite	Georgbokiite	<https://www.mindat.org/1:1:6967:6>	04.JG.05	Vergasova L P, Semenova T F, Filatov S K, Krivovichev S V, Shuvalov R R, Ananev V V (1999) Georgbokiite Cu_5_O_2_(SeO_3_)_2_Cl_2_ - a new mineral from volcanic exhalations, Doklady Akademii Nauk SSSR 364, 527-531	Cu | O | Se | Cl	monoclinic	http://www.mindat.org/min-6967.html	IMA1996-015
gcmin:george-ericksenite	George-ericksenite	<https://www.mindat.org/1:1:6968:3>	04.KD.10	Cooper M A, Hawthorne F C, Roberts A C, Grice J D, Stirling J A R, Moffatt E A (1998) Georgeericksenite, Na_6_CaMg(IO_3_)_6_(CrO_4_)_2_(H_2_O)_12_, a new mineral from Oficina Chacabuco, Chile: description and crystal structure, American Mineralogist 83, 390-399 Name changed from georgeericksenite: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	Na | Ca | Mg | I | O | Cr | H	monoclinic	http://www.mindat.org/min-6968.html	IMA1996-049
gcmin:georgechaoite	Georgechaoite	<https://www.mindat.org/1:1:1675:5>	09.DM.15	Boggs R C, Ghose S (1985) Georgechaoite NaKZrSi_3_O_9_·2H_2_O, a new mineral species from Wind Mountain, New Mexico, The Canadian Mineralogist 23, 1-4	K | Na | Zr | Si | O | H	orthorhombic	http://www.mindat.org/min-1675.html	IMA1984-024
gcmin:georgeite	Georgeite	<https://www.mindat.org/1:1:1676:2>	05.BA.10	Bridge P J, Just J, Hey M H (1979) Georgeite, a new amorphous copper carbonate from the Carr Boyd mine, Western Australia, Mineralogical Magazine 43, 97-98 Formula revised from Cu_5_(CO_3_)_3_(OH)_4_·6H_2_O: Pollard A M, Thomas R G, Williams P A, Just J, Bridge P J (1991) The synthesis and composition of georgeite and its reactions to form other secondary copper(II) carbonates. Mineralogical Magazine 55, 163-166	Cu | C | O | H		http://www.mindat.org/min-1676.html	IMA1977-004
gcmin:georgerobinsonite	Georgerobinsonite	<https://www.mindat.org/1:1:39765:6>	07.FB.05	Cooper M A, Ball N A, Hawthorne F C, Paar W H, Roberts A C, Moffatt E (2011) Georgerobinsonite, Pb_4_(CrO_4_)_2_(OH)_2_FCl, a new chromate mineral from the Mammoth - St. Anthony mine, Tiger, Pinal County, Arizona: Description and crystal structure, The Canadian Mineralogist 49, 865-876	Pb | Cr | O | H | F | Cl	orthorhombic	http://www.mindat.org/min-39765.html	IMA2009-068
gcmin:georgiadesite	Georgiadesite	<https://www.mindat.org/1:1:1677:9>	04.JB.70	Lacroix A, de Schulten A (1907) Sur une nouvelle espèce minérale, provenant des scories plombeuses athéniennes du Laurium, Comptes Rendus Hebdomadaires des Séances de l'Académie des Sciences 145, 783-785 Chemical formula revised: Pasero M, Vacchiano D (2000) Crystal structure and revision of the chemical formula of georgiadesite, Pb_4_(AsO_3_)Cl_4_(OH), Mineralogical Magazine 64, 879-884	Pb | As | O | Cl | H	monoclinic	http://www.mindat.org/min-1677.html	
gcmin:gerasimovskite	Gerasimovskite	<https://www.mindat.org/1:1:1678:6>	04.FM.25	Semenov E I (1957) Oxides and hydroxides of titanium and niobium in the Lovozero alkalic massif, Institute of Mineralogy, Geochemistry, Crystal Chemistry and Trace Elements, Akademiya Nauk CCCP, Trudy 1, 41-59	Mn | Ti | Nb | O | H		http://www.mindat.org/min-1678.html	
gcmin:gerdtremmelite	Gerdtremmelite	<https://www.mindat.org/1:1:1679:3>	08.BE.40	Schmetzer K, Medenbach O (1985) Gerdtremmelite, (Zn,Fe)(Al,Fe)_2_[(AsO_4_)(OH)_5_], a new mineral from Tsumeb, Namibia, Neues Jahrbuch für Mineralogie, Monatshefte 1985, 1-6	Zn | Al | As | O | H	triclinic	http://www.mindat.org/min-1679.html	IMA1983-049a
gcmin:gerenite-y	Gerenite-(Y)	<https://www.mindat.org/1:1:6969:0>	09.CJ.45	Jambor J L, Roberts A C, Grice J D, Birkett T C, Groat L A, Zajac S (1998) Gerenite-(Y), (Ca,Na)_2_(Y,REE)_3_Si_6_O_18_·2H_2_O, a new mineral species, and an associated Y-bearing gadolinite-group mineral, from the Strange Lake Peralkaline Complex, Quebec-Labrador, The Canadian Mineralogist 36, 793-800	Ca | Na | Y | Si | O | H	triclinic	http://www.mindat.org/min-6969.html	IMA1993-034
gcmin:gerhardtite	Gerhardtite	<https://www.mindat.org/1:1:1680:9>	05.NB.05	Wells H L, Penfield S L (1885) Gerhardtite and artificial basic cupric nitrates, American Journal of Science 130, 50-57	Cu | N | O | H	orthorhombic	http://www.mindat.org/min-1680.html	
gcmin:germanite	Germanite	<https://www.mindat.org/1:1:1681:6>	02.CB.30	Pufahl O (1922) “Germanit” ein germanium-mineral und -erz von Tsumeb, Südwest-Afrika, Metall und Erz 19, 324-325 Chemical formula changed from Cu_3_(Ge,Fe)S_4_: Tettenhorst R T, Corbato C E (1984) Crystal structure of germanite, Cu_26_Ge_4_Fe_4_S_32_, determined by powder X-ray diffraction. American Mineralogist 69, 943-947	Cu | Fe | Ge | S	cubic	http://www.mindat.org/min-1681.html	
<https://w3id.org/geochem/1.0/mingroup/29283>	Germanite Group	<https://www.mindat.org/1:1:29283:8>					https://mindat.org/min-29283.html	
gcmin:germanocolusite	Germanocolusite	<https://www.mindat.org/1:1:1682:3>	02.CB.30	Spiridonov E M, Kachalovskaya V M, Kovachev V V, Krapiva L Y (1992) Germanocolusite Cu_26_V_2_(Ge,As)_6_S_32_: a new mineral, Vestnik Moskovskogo Universiteta, Geologiya 4, 50-54	Cu | V | Ge | S	cubic	http://www.mindat.org/min-1682.html	IMA1991-044
gcmin:gerstleyite	Gerstleyite	<https://www.mindat.org/1:1:1684:7>	02.HE.05	Frondel C, Morgan V (1956) Inderite and gerstleyite from the Kramer borate district, Kern County, California, American Mineralogist 41, 839-843 Chemical formula is changed from (Na,Li)_4_As_2_Sb_8_S_17_·6H_2_O: Nakai I, Appleman D E (1981) The crystal structure of gerstleyite Na_2_(Sb,As)_8_S_13_·2H_2_O: the first sulfosalt mineral of sodium, Chemistry Letters, 10, 1327-1330	Na | Sb | As | S | H | O	monoclinic	http://www.mindat.org/min-1684.html	
gcmin:gerstmannite	Gerstmannite	<https://www.mindat.org/1:1:1685:4>	09.AE.25	Moore P B, Araki T (1977) Gerstmannite, a new zinc silicate mineral and a novel cubic close-packed oxide structure, American Mineralogist 62, 51-59	Mn | Mg | Zn | Si | O | H	orthorhombic	http://www.mindat.org/min-1685.html	IMA1975-030
gcmin:getchellite	Getchellite	<https://www.mindat.org/1:1:1686:1>	02.FA.35	Weissberg B G (1965) Getchellite, AsSbS_3_, a new mineral from Humboldt County, Nevada, American Mineralogist 50, 1817-1826	Sb | As | S	monoclinic	http://www.mindat.org/min-1686.html	IMA1965-010
gcmin:geversite	Geversite	<https://www.mindat.org/1:1:1687:8>	02.EB.05a	Stumpfl E F (1961) Some new platinoid-rich minerals, identified with the electron microanalyser, Mineralogical Magazine 32, 833-847	Pt | Sb	cubic	http://www.mindat.org/min-1687.html	IMA1967sp
gcmin:ghiaraite	Ghiaraite	<https://www.mindat.org/1:1:43592:9>	03.BB.40	Rossi M, Nestola F, Zorzi F, Lanza A, Peruzzo L, Guastoni A, Kasatkin A (2014) Ghiaraite: A new mineral from Vesuvius volcano, Naples (Italy). American Mineralogist 99, 519-524	Ca | Cl | H | O	triclinic	https://www.mindat.org/min-43592.html	IMA2012-072
<https://w3id.org/geochem/1.0/mingroup/43530>	Ghoseite Root Name Group	<https://www.mindat.org/1:1:43530:9>					https://mindat.org/min-43530.html	
gcmin:gianellaite	Gianellaite	<https://www.mindat.org/1:1:1688:5>	03.DD.30	Tunell G, Fahey J J, Daugherty F W, Gibbs G V (1977) Gianellaite, a new mercury mineral, Neues Jahrbuch für Mineralogie, Monatshefte 1977, 119-131 Chemical formula revised from (Hg_2_N)_2_(SO_4_) to [(NHg_2_)_2_](SO_4_)(H_2_O)_<i>x</i>_: Cooper M A, Abdu Y A, Hawthorne F C, Kampf A R (2016) The crystal structure of gianellaite, [(NHg_2_)_2_](SO_4)_(H_2_O)_<i>x</i>_, a framework of (NHg_4_) tetrahedra with ordered (SO_4_) groups in the interstices. Mineralogical Magazine 80, 869-875	N | Hg | S | O | H	cubic	http://www.mindat.org/min-1688.html	IMA1972-020
gcmin:gibbsite	Gibbsite	<https://www.mindat.org/1:1:1689:2>	04.FE.10	Torrey J (1822) Description and analysis of gibbsite, a new mineral, The New-York Medical and Physical Journal 1, 68-73	Al | O | H	monoclinic	http://www.mindat.org/min-1689.html	
gcmin:giessenite	Giessenite	<https://www.mindat.org/1:1:1690:8>	02.HB.10b	Graeser S (1963) Giessenit - ein neues Pb-Bi-sulfosalz aus dem dolomit des Binnatales, Schweizerische Mineralogische und Petrographische Mitteilungen 43, 471-478 Chemical formula revised: Graeser S, Harris D C (1986) Giessenite from Giessen near Binn, Switzerland: new data, The Canadian Mineralogist 24, 19-20	Cu | Fe | Pb | Bi | Sb | S	monoclinic, orthorhombic	http://www.mindat.org/min-1690.html	IMA1963-004
